season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,fitness,fatigue,current_injury_severity,current_injury_part,current_injury_remaining_days,season_injuries,max_body_wear,max_body_wear_part,attribute_progress_total,attrs_at_20,recent_ratings,recent_minutes,matches,goals,assists,shots,shots_on_target,passes,passes_succ,key_passes,crosses,crosses_succ,tackles,tackles_succ,interceptions,clearances,blocks,average_rating
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f9013628-64cb-4395-8f91-dd059a727774,文 巴尤,9dcfc56c-c577-4002-998c-e91bfdd759cb,MF,35,29,B,generated,0.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,100,72,0,,0,0,0.0,hamstring,-12.34,0,"[7.4, 6.8, 8.3]","[50, 50, 50]",15,2,2,25,10,328,262,8,6,1,38,24,32,13,5,7.62
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ea366460-27be-44e7-9a04-ff63c08e8d49,马克 范德普拉,e8185a72-2760-460c-8732-15786278430d,DF,31,42,A,generated,23072.0,NEUTRAL,0,-1,2,1,-1,-2,0.0,3.0,100,0,0,,0,0,0.0,hamstring,-11.04,0,"[9.1, 6.8, 7.1]","[50, 50, 50]",16,2,0,26,11,292,242,3,5,1,28,20,24,9,3,7.11
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,3039fac2-b4eb-4da0-a47e-0e9edc8511b5,奎勇 镐,2e5d4305-113b-4c20-997a-aad19a750c60,GK,24,42,D,generated,14705.0,LOW,-3,-1,-1,1,-1,-2,-0.012,3.0,100,2,0,,0,0,1.5,hamstring,13.03,0,"[5.9, 6.4, 6.2]","[50, 50, 50]",15,0,1,0,0,129,63,0,0,0,0,0,0,0,0,6.22
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1063bafc-9e32-4bff-a2a6-9128d3b14f99,埃里克 福斯特,9c3f62b5-f72e-4891-95ad-a857a433ca82,MF,31,59,B,generated,46470.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,62,100,0,,0,0,1.5,quadriceps,-8.78,0,"[8.9, 8.8, 6.8]","[50, 50, 50]",16,1,3,19,4,313,283,9,4,1,45,32,32,8,13,7.96
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d836679e-e0f6-4aa6-b235-97ca6291cc5b,宋演,976b4430-e657-4fb2-b501-726b97cbad41,FW,25,64,C,generated,49258.0,LOW,-2,-1,0,-1,-1,0,-0.008,-10.0,50,88,0,,0,1,0.0,hamstring,3.46,0,"[7.9, 6.9, 6.4]","[50, 50, 50]",15,8,3,26,16,315,233,11,7,5,36,15,18,11,10,8.13
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,aa0eef5e-9c9f-4876-bce7-0e85eaf11b25,轩辕茸,3fc61f8d-8bc4-4b79-8286-80a7329e9f85,FW,31,34,D,generated,22132.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,71,92,0,,0,0,2.0,knee,-12.76,0,"[8.5, 6.7, 7.1]","[50, 50, 50]",16,7,4,39,15,250,176,8,8,4,30,14,29,18,4,7.89
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7c1829df-0212-46f5-92d4-51109d09c606,久虎 小柳,316f2929-d19f-4c56-b218-2dfcb757ece9,MF,20,65,C,generated,24168.0,GOOD,4,0,4,0,-1,0,0.016,0.0,86,92,0,,0,0,0.0,hamstring,17.15,0,"[8.0, 8.7, 10.0]","[50, 50, 50]",15,4,4,19,13,261,204,13,10,7,45,34,34,8,2,7.9
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,40b8aa10-0a4f-42ba-9f13-b894f88c9ff0,佐兰 苏霍伊,c0bc92a6-c711-48b4-93d8-caaa01922f78,MF,18,55,B,generated,12312.0,NEUTRAL,-1,0,0,1,-1,-2,-0.004,3.0,100,6,0,,0,0,0.0,hamstring,10.79,0,"[7.0, 6.4, 6.2]","[50, 50, 50]",4,0,0,4,0,31,29,0,0,0,6,4,1,0,3,6.8
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5d7922e7-e3aa-493d-b604-1eceea20a634,海尔吉 乔恩森,e617c28c-7d8d-44d2-a685-6f3aa5e49bd0,FW,28,61,C,generated,65835.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,77,88,0,,0,0,0.0,hamstring,-7.94,0,"[6.7, 7.9, 9.6]","[50, 50, 50]",18,13,1,36,22,250,156,13,12,9,38,22,27,18,5,8.06
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,65ea29b5-377f-4c61-a505-fbc4cd9087d7,範 金井,9dcfc56c-c577-4002-998c-e91bfdd759cb,DF,26,49,C,generated,23856.0,GOOD,2,0,2,0,-1,0,0.008,0.0,75,100,0,,0,0,0.0,hamstring,5.44,0,"[7.2, 8.6, 7.1]","[50, 50, 50]",15,1,4,8,2,367,321,3,2,1,36,26,33,8,3,7.64
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e484aa34-bf03-44c0-b534-b83f2cc7f85a,蔡鸿德,7c39aa84-9d80-44fb-a847-f8f6335f45cc,FW,28,57,C,generated,49846.0,GOOD,2,0,2,0,-1,0,0.008,0.0,100,68,0,,0,0,0.0,hamstring,-7.47,0,"[7.2, 7.6, 7.9]","[50, 50, 50]",18,13,3,32,22,276,195,15,10,7,47,31,30,20,19,8.61
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,70c99077-af6a-4f77-a06a-ddaf3875c5cc,桑托斯 杰克逊,38de5006-4f22-4736-acb9-c229a845b4ff,MF,25,49,D,generated,22961.0,GOOD,2,0,2,0,-1,0,0.008,0.0,66,100,0,,0,0,0.0,hamstring,3.37,0,"[9.4, 7.7, 6.8]","[50, 50, 50]",16,7,5,27,12,442,382,20,12,7,33,26,28,15,11,8.27
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,3f62c533-0361-444b-b4fb-175bba366a77,顾绍鸿,803b9dab-0427-4315-98ad-0a9bef550c19,MF,27,49,C,generated,23473.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,75,88,0,,0,0,0.0,hamstring,-7.68,0,"[8.6, 8.2, 8.9]","[50, 50, 50]",17,5,1,29,11,327,269,10,5,2,58,36,28,12,11,7.68
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1e995105-3108-4842-854a-cb93adcc8d33,伊克尔 巴乔,e617c28c-7d8d-44d2-a685-6f3aa5e49bd0,DF,32,42,D,generated,21107.0,LOW,-3,-1,-1,1,-1,-2,-0.012,3.0,100,12,0,,0,0,0.0,hamstring,-12.24,0,"[7.0, 6.0, 5.6]","[50, 50, 50]",9,0,1,1,0,49,34,1,1,0,6,4,0,1,3,6.24
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9f8a1a0f-7a81-44d2-ac81-036c4393bdc6,灿 泉,e7d5d5b3-ff4c-4244-a43c-dc77584f0d7a,MF,24,61,C,generated,38655.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,72,88,0,,0,0,0.0,hamstring,17.02,0,"[6.9, 6.4, 9.3]","[50, 50, 50]",15,3,2,28,9,299,251,5,3,1,19,15,27,9,7,7.55
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e80c53b7-31e3-423c-a1d7-7fb338c765cf,尹煜祺,061081fd-f58f-4b8f-812a-30a26d847585,MF,23,76,A,generated,95603.0,NEUTRAL,1,0,2,-1,-1,0,0.004,-10.0,77,68,0,,0,0,0.0,hamstring,18.74,0,"[7.3, 8.7, 6.5]","[50, 50, 50]",17,2,5,16,7,277,241,13,5,5,36,28,25,13,10,7.74
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5a6b0f04-2a15-4bd7-9cb5-a12fc1af14fb,蒂姆 约翰斯顿,11673115-c6f1-4fe2-aacc-026ba0b753c4,FW,20,66,C,generated,23085.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,83,84,0,,0,0,0.0,hamstring,15.83,0,"[9.7, 8.2, 6.6]","[50, 50, 50]",15,8,2,25,16,194,124,9,6,4,35,22,27,16,18,8.35
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e77b5637-6d5a-4cf8-ad1f-7b7434cd6b61,董致翔,041b9632-c271-4530-b171-ba09755a44f5,DF,29,56,C,generated,58026.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,86,86,0,,0,0,0.0,hamstring,-13.09,0,"[6.6, 7.6, 6.6]","[50, 50, 50]",16,2,0,32,13,271,195,3,3,1,22,19,22,8,3,6.8
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,708e1917-0a26-4403-b818-73064eb6caeb,马伟翔,f4248846-78bf-4f4d-aaa4-25df1787e418,GK,24,58,D,generated,31544.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,52,89,0,,0,0,0.0,hamstring,11.38,0,"[7.2, 8.8, 7.5]","[50, 50, 50]",16,0,0,0,0,179,130,1,0,0,0,0,0,0,0,7.08
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,3d8cfec1-ffd1-40fe-a357-8191d610e51d,托比亚斯 拉罗什,773a00d5-af40-41ab-9062-043508da9c48,MF,22,71,C,generated,76000.0,GOOD,4,0,4,0,-1,0,0.016,0.0,77,92,0,,0,0,0.0,hamstring,17.03,0,"[10.0, 10.0, 7.3]","[50, 50, 50]",17,4,5,23,8,472,427,7,3,1,39,30,27,13,7,8.16
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a28133d1-0ced-4375-9949-c12539b1f1fa,马格努斯 克莱门森,497ce027-282f-4942-b437-14b15ea943d0,MF,27,43,C,generated,23072.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,93,60,0,,0,0,0.0,hamstring,-5.55,0,"[7.1, 6.9, 8.8]","[50, 50, 50]",17,4,2,22,9,382,318,10,7,5,40,31,25,8,8,7.69
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d78975a5-24ac-4df6-9559-77a5b045da0e,贡纳尔 达尔,42f25d9b-0b54-4792-8c06-6f5b3bfc9ef4,FW,23,78,B,generated,115940.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,42,100,0,,0,0,0.0,hamstring,17.03,0,"[9.3, 8.0, 7.3]","[50, 50, 50]",18,14,3,29,20,451,335,16,17,13,27,13,28,15,18,8.6
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,84ee3330-734c-4720-80eb-e858b8cf087a,任收,9afa3f96-9a14-4b54-94b9-c72143d1d808,MF,22,78,B,generated,134000.0,GOOD,2,0,4,-2,-1,0,0.008,-18.0,47,84,0,,0,0,0.0,hamstring,23.61,1,"[9.5, 9.4, 7.8]","[50, 50, 50]",19,8,5,46,18,396,357,9,6,5,47,39,32,13,9,8.25
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b9d162d8-bbf8-473a-8ef2-51014e9558d3,布兰科 皮谢姆斯基,8462cbe2-5d0a-4b1a-8bdf-46bba1f67bd4,DF,35,39,D,generated,24102.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,0,0,,0,0,6.04,knee,-11.82,0,"[5.8, 6.6]","[50, 50]",2,0,0,1,0,12,9,0,0,0,0,0,1,1,0,6.2
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,def381ab-c893-459a-8773-0a2f0c7d0d05,钱竺,2ecbaf25-f8f7-4aa0-8d67-aa8e04b8efdc,MF,19,69,B,generated,29165.0,GOOD,4,0,4,0,-1,0,0.016,0.0,91,89,0,,0,0,1.4,quadriceps,16.55,0,"[8.8, 9.3, 10.0]","[50, 50, 50]",16,6,6,29,14,356,313,6,5,2,42,30,27,13,11,8.25
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7552eed6-b567-4d1e-9124-faec5cfcff44,刘绍玉,3f0db0da-4135-4ffc-a719-e06304cc8c97,FW,20,61,B,generated,16699.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,70,92,0,,0,0,0.0,hamstring,13.08,0,"[10.0, 10.0, 7.8]","[50, 50, 50]",4,1,0,2,2,32,26,1,1,1,2,0,2,1,2,7.3
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,255284fa-bac3-410a-b502-24b034a39f23,宇文俭,204e6067-505d-4f94-8357-d5aeb01f966b,MF,26,58,D,generated,40755.0,GOOD,2,0,2,0,-1,0,0.008,0.0,87,86,0,,0,0,0.0,hamstring,2.96,0,"[7.9, 7.5, 8.5]","[50, 50, 50]",16,3,6,27,13,305,243,19,3,2,40,33,21,10,15,8.01
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,fe984152-b6a2-454d-b071-2a0d11dcc97a,西尔万 巴雷西,57d804a8-26e9-4d95-931c-6aa08af03a55,MF,29,43,D,generated,20258.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,56,100,0,,0,0,0.0,hamstring,-9.03,0,"[7.3, 7.3, 7.0]","[50, 50, 50]",15,3,1,27,8,227,164,10,6,2,37,26,30,6,9,7.67
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,38e4e909-0b72-4d8d-b7ed-3dccdd791eee,徐伟宸,ad42ed8e-24d0-4020-b24d-8fcc647f426b,FW,29,49,C,generated,28808.0,GOOD,2,0,2,0,-1,0,0.008,0.0,78,92,0,,0,0,0.0,hamstring,-14.16,0,"[7.0, 6.7, 8.0]","[50, 50, 50]",15,7,3,28,13,206,162,15,7,6,41,21,24,11,12,8.42
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2e66cfaa-6684-4b38-a244-26cdb49bde85,尹鹏瑞,6b62d1a3-0d6c-451a-85cf-0ff3d07800d1,GK,26,66,C,generated,69492.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,51,81,0,,0,0,7.0,hamstring,5.9,0,"[7.7, 7.7, 7.0]","[50, 50, 50]",17,0,0,0,0,295,227,0,0,0,0,0,0,0,0,7.07
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,425879f9-649c-421b-b5d9-8c3962c9f87a,马克西姆 莫罗,f0d412d9-cf77-4cf1-8368-9b48b8566d95,MF,29,48,C,generated,22825.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,65,88,0,,0,0,0.0,hamstring,-6.5,0,"[9.0, 7.5, 6.6]","[50, 50, 50]",15,3,0,20,9,279,235,8,3,2,38,26,24,16,5,7.45
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5d706672-ee44-45d1-a535-ad7a92f1fe03,胡铭泽,fd297cdb-1b78-4163-91c3-ea01e41b3bfa,MF,25,51,B,generated,26880.0,GOOD,4,0,4,0,-1,0,0.016,0.0,82,92,0,,0,0,9.64,ankle,5.31,0,"[7.5, 8.1, 9.5]","[50, 50, 50]",16,6,6,31,15,253,216,5,4,0,46,34,39,11,8,8.07
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,52b45db2-3999-495c-809b-2f38290a204d,覃亮峰,3294ab4e-ceae-462b-a766-21d01c7dba78,MF,24,60,C,generated,33554.0,GOOD,4,0,4,0,-1,0,0.016,0.0,85,100,0,,0,1,0.0,hamstring,13.52,0,"[7.4, 10.0, 7.2]","[50, 50, 50]",15,6,1,37,16,371,340,15,3,3,50,35,27,12,2,8.07
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,8ca384dd-5a74-4307-8d25-37335cbd0788,沃特 范德斯特,af946c35-ba9f-42c4-9cf2-16c39bc6c3cb,DF,26,67,B,generated,79420.0,GOOD,2,0,2,0,-1,0,0.008,0.0,72,92,0,,0,0,0.0,hamstring,-12.04,0,"[7.7, 7.7, 8.2]","[50, 50, 50]",15,7,1,29,14,288,246,5,3,2,40,36,32,2,3,7.97
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,329e30a7-cace-46d6-8fb5-442c1456087d,龙景,27bcbf27-f5d7-4225-a624-ecc76ac49fb9,DF,22,69,B,generated,67688.0,GOOD,2,0,2,0,-1,0,0.008,0.0,91,38,0,,0,0,0.0,hamstring,13.66,0,"[6.1, 10.0, 7.0]","[50, 50, 50]",5,0,1,1,1,36,27,3,1,1,5,3,6,0,1,6.68
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,07f25cd6-0736-4f86-b08c-5d91fb88a8f5,阿尔瓦罗 亚涅斯,3b89059d-c676-4c23-a3c6-b4eaec7e1305,DF,25,70,B,generated,96480.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,50,92,0,,0,0,0.0,hamstring,2.73,0,"[7.3, 9.8, 7.9]","[50, 50, 50]",20,3,3,28,9,605,541,6,3,3,40,34,36,5,10,7.74
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,27744baf-e027-43ef-b5f8-c6c84e5ed6a4,哈尔多尔 莱文,9c3f62b5-f72e-4891-95ad-a857a433ca82,FW,30,68,B,generated,106875.0,NEUTRAL,-1,0,0,-1,-1,0,-0.004,-10.0,44,100,0,,0,0,1.5,quadriceps,-14.79,0,"[5.5, 8.2, 7.2]","[50, 50, 50]",16,14,0,50,29,201,137,9,8,4,23,16,27,11,11,8.24
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d7a5ee7c-7d10-4833-8d8c-d33b93d1d400,卡斯 马尔蒂尼,ccce8555-57e0-4a2d-981d-9cafefc9be88,MF,27,57,D,generated,38093.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,77,86,0,,0,0,0.0,hamstring,-9.74,0,"[8.3, 7.2, 7.2]","[50, 50, 50]",14,3,2,22,7,240,197,2,1,0,33,24,32,13,8,7.36
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c9000d07-b11f-4712-a327-ae110d6b2793,伍煜明,f953ea83-889a-4663-b75f-11d83d697c1c,FW,24,48,D,generated,18037.0,LOW,-2,-1,0,1,-1,-2,-0.008,3.0,100,6,0,,0,0,2.0,knee,10.35,0,"[7.9, 6.3]","[50, 50]",2,0,1,1,0,14,11,1,0,0,2,2,2,0,1,7.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b5b9f8c6-9559-439d-b125-e224353cf47d,福蒂斯 加利,87e62db6-3b05-4682-ad28-66b86830db36,DF,29,54,C,generated,23085.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,75,91,0,,0,1,0.0,hamstring,-6.4,0,"[7.1, 7.2, 7.0]","[50, 50, 50]",15,3,2,15,8,233,165,4,2,1,26,21,32,2,13,7.5
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,974c5a53-62d2-4421-bdbf-92a2abb49854,孝 山岸,b0793456-58ba-4443-a6d4-98f22633cd4d,DF,26,60,C,generated,48510.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,0.0,100,16,0,,0,0,0.0,hamstring,5.38,0,"[6.0, 6.2, 6.6]","[50, 50, 50]",9,1,1,4,1,55,41,2,0,0,8,7,5,0,1,6.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1b96f4a2-3f8e-44a2-ab0d-04bb32257a38,贾格尔 贝茨,93e91d01-88ad-4c14-a410-511414d63287,DF,34,32,D,generated,32261.0,NEUTRAL,0,-1,2,1,-1,-2,0.0,3.0,100,6,0,,0,1,2.4,hamstring,-9.52,0,"[7.9, 7.1, 7.4]","[50, 50, 50]",16,0,1,7,2,370,309,2,2,1,54,45,34,6,5,7.43
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,218b9fa7-3978-4403-98cb-91f75ca68dc0,永 马尔姆贝里,04e7a40e-436a-40b6-adaf-ada18bd39ae0,MF,25,51,D,generated,24720.0,LOW,-2,0,-1,-1,-1,0,-0.008,-10.0,69,78,0,,0,0,0.0,hamstring,-5.38,0,"[7.0, 6.3, 5.5]","[50, 50, 50]",17,5,4,27,8,275,211,10,7,5,40,35,26,11,6,7.55
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7f2643a9-e485-42c5-9aab-00528ea7a21f,佩里克利斯 涅托,f8188f85-4ceb-4dc1-aad7-0e820972d5f9,DF,30,53,D,generated,20655.0,LOW,-3,-2,0,1,-1,-2,-0.012,3.0,100,16,0,,0,0,2.5,groin,-13.06,0,"[6.7, 6.9, 6.0]","[50, 50, 50]",16,1,1,12,1,337,261,3,1,0,32,30,24,5,8,7.34
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a3c85116-e95f-40ad-a074-86af7bfcbe9d,昆顿 穆迪,f599215a-51fa-46f3-84bb-c6435d33e080,MF,19,72,B,generated,43200.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,65,92,0,,0,0,0.4,ankle,20.38,0,"[9.9, 9.2, 9.6]","[50, 50, 50]",20,4,4,24,11,344,275,13,4,3,58,51,41,17,11,7.98
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,99e81f19-d628-49f1-8e8d-9ab160b7d19b,奥格 罗森斯特伦,497ce027-282f-4942-b437-14b15ea943d0,FW,24,54,C,generated,23401.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,93,60,0,,0,0,0.0,hamstring,13.79,0,"[9.3, 7.1, 8.0]","[50, 50, 50]",17,7,2,21,12,371,247,12,16,9,31,18,22,22,18,7.85
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e80ef321-df4d-4bde-bce4-755486d9a978,志镐 镐,fdf842fc-0c2c-48af-8001-f3f0a31422da,DF,26,56,D,generated,35223.0,LOW,-2,-1,0,1,-1,-2,-0.008,3.0,100,0,0,,0,0,0.0,hamstring,3.95,0,"[5.9, 6.5, 7.2]","[50, 50, 70]",8,0,0,1,0,60,45,0,1,0,6,3,7,1,0,6.4
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1d1ea2c1-9792-4f31-8c62-c33d621c7571,宋操,744f65b4-9c11-4cc4-9bf7-e003e7c2d20e,MF,21,68,C,generated,66500.0,NEUTRAL,1,0,2,-1,-1,0,0.004,-10.0,44,92,0,,0,0,0.0,hamstring,22.25,0,"[8.1, 6.6, 9.2]","[50, 50, 50]",15,3,2,24,10,255,231,7,5,3,36,26,28,9,7,7.77
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a8935260-7ab0-4acd-b605-af55c4376aba,爱默生 吉本斯,50787f77-27f6-41bd-b788-32992a75331e,DF,23,54,B,generated,19613.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,68,92,0,,0,0,0.0,hamstring,9.99,0,"[7.9, 7.3, 7.6]","[50, 50, 50]",16,0,1,2,0,316,265,1,0,0,34,27,32,13,3,7.16
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a9e873c8-961f-42eb-8c69-6efe0871929b,沈晨强,04e7a40e-436a-40b6-adaf-ada18bd39ae0,FW,34,52,B,generated,138442.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,88,27,0,,0,0,0.0,hamstring,-12.24,0,"[9.7, 6.2, 6.5]","[50, 50, 50]",17,9,2,35,15,199,137,10,8,6,25,13,22,5,2,7.53
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,011b52c2-63c1-4672-a8b2-8e2836016afe,独孤构,dad9f46a-edd9-4c9f-a330-554147e332d4,MF,22,56,D,generated,22134.0,NEUTRAL,-1,0,0,-1,-1,0,-0.004,-10.0,55,87,0,,0,0,0.0,hamstring,15.82,0,"[6.6, 6.5, 6.8]","[50, 50, 50]",17,0,0,10,1,276,211,2,2,0,39,27,38,12,9,7.13
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c3dd0594-763b-4b75-84b5-132a43cda70d,斯坦科 哈巴罗夫,a3a9c440-c34e-4958-aa1f-146d24160278,DF,25,67,B,generated,64125.0,GOOD,2,-1,4,-1,-1,0,0.008,-10.0,52,90,0,,0,2,0.0,hamstring,2.5,0,"[10.0, 6.1, 9.7]","[50, 50, 50]",15,2,0,18,6,278,230,4,1,0,30,29,21,7,10,7.43
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5f45a24c-b6d1-44f5-a0eb-614627d9d9e5,煌 林,976b4430-e657-4fb2-b501-726b97cbad41,MF,19,72,B,generated,34713.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,65,88,0,,0,0,0.0,hamstring,20.5,0,"[10.0, 7.1, 7.9]","[50, 50, 50]",15,4,4,27,10,347,299,14,11,7,35,28,26,15,5,7.95
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a7a2fa7a-fb54-44db-a638-ffa8150fd84a,曹致毅,db5d9453-2e86-45d8-befb-69e4de60840e,FW,19,68,B,generated,25088.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,69,82,0,,0,0,0.0,hamstring,18.63,0,"[7.6, 10.0, 9.1]","[50, 50, 50]",17,13,9,39,27,279,196,11,7,6,38,21,27,16,8,8.61
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,38332a92-e599-49ca-b5c5-6548b1f6a5c2,旭 扁,8923b1a3-cd44-473d-a6ae-70963c85f691,FW,30,48,B,generated,19278.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,0.0,88,74,0,,0,1,0.0,hamstring,-8.29,0,"[6.4, 6.0, 6.8]","[50, 50, 50]",15,7,3,37,21,339,222,11,12,7,30,16,19,11,11,8.04
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d2aba8cf-cc61-4dbf-acd8-c7032c693ae9,韦弘伟,559872a2-4c95-4f24-a7b0-23f6bd765f3e,DF,25,75,B,generated,129500.0,GOOD,4,0,4,0,-1,0,0.016,0.0,76,100,0,,0,1,0.0,hamstring,-5.91,0,"[8.9, 6.3, 10.0]","[50, 50, 50]",18,9,4,35,15,347,277,7,0,0,33,28,34,6,7,8.06
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ad05ccee-46ff-4f29-b050-93b5f9f93761,埃里克 埃克伦德,19417c5e-6ae1-4a09-8256-a3d3ce25f083,DF,22,51,C,generated,20881.0,LOW,-3,-1,-1,1,-1,-2,-0.012,3.0,100,2,0,,0,0,0.0,hamstring,12.14,0,"[6.7, 6.3, 6.4]","[50, 50, 50]",3,0,0,1,0,29,28,0,0,0,2,1,1,1,0,6.5
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,86fa35cf-3de2-4baf-9057-046322b77b2a,陆天齐,3b89059d-c676-4c23-a3c6-b4eaec7e1305,MF,28,49,C,generated,42427.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,56,92,0,,0,0,0.0,hamstring,-13.2,0,"[6.7, 8.6, 7.5]","[50, 50, 50]",20,7,3,24,10,522,464,13,7,5,30,21,49,12,17,8.19
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a1c6a16c-f7de-4e1c-8b16-2219f85ccd14,埃克托尔 桑托斯,92646233-e3e0-4848-a41f-3fe9f38c5f0a,DF,23,67,C,generated,52568.0,GOOD,4,0,4,0,-1,0,0.016,0.0,65,100,0,,0,0,2.2,groin,16.68,0,"[8.1, 7.3, 10.0]","[50, 50, 50]",20,5,2,18,9,356,247,7,5,4,57,49,38,12,8,7.72
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a466555e-cb5e-4295-8aee-3ef0bbe2fc14,埃尔维尔 霍洛多,38512b82-2e90-4f65-9c9b-a77c479c82c4,FW,29,67,C,generated,86530.0,NEUTRAL,-1,0,0,0,-1,-1,-0.004,0.0,64,77,0,,0,0,4.5,shoulder,-14.44,0,"[6.6, 6.2, 7.0]","[50, 50, 50]",17,7,2,28,14,320,211,12,10,8,29,20,27,23,15,7.79
